Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Puerta Bonita;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;30.0;;;1;0;1;1125;30;60;90;365;2;90.0;9.0;10.0;9.0;9.0;9.0;9.0;flexible;1.09
Palacio;Centro;Apartment;Private room;2;2.0;1.0;1.0;25.0;;15.0;1;5;10;1125;0;0;10;285;1;40.0;6.0;2.0;6.0;4.0;8.0;4.0;strict;0.05
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;12;1;7;9;23;41;310;66;96.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;2.77
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;80.0;150.0;50.0;2;30;2;1125;11;11;30;253;56;95.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;3.39
Frankfurter Allee Süd FK;Friedrichshain-Kreuzberg;Condominium;Private room;1;1.5;1.0;1.0;14.0;;;1;0;1;1125;0;0;0;0;11;100.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;2.84
Recoletos;Salamanca;Bed & Breakfast;Private room;4;3.0;1.0;2.0;45.0;100.0;;2;15;2;1125;9;28;32;174;45;95.0;10.0;10.0;9.0;10.0;10.0;10.0;strict;8.77
San Isidro;Carabanchel;Apartment;Entire home/apt;4;1.5;1.0;2.0;45.0;;20.0;1;0;5;1125;0;0;6;281;9;93.0;9.0;10.0;10.0;10.0;8.0;10.0;flexible;0.72
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;65.0;150.0;20.0;1;0;3;1125;11;33;55;173;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.33
Universidad;Centro;House;Private room;2;1.0;1.0;1.0;27.0;;10.0;1;0;2;1125;7;34;64;339;9;80.0;8.0;6.0;10.0;9.0;10.0;7.0;strict;2.65
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;40.0;100.0;17.0;1;0;3;30;9;29;47;322;147;90.0;9.0;10.0;9.0;9.0;8.0;9.0;strict;3.14
Castillejos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;1.0;65.0;;;1;0;4;1125;1;1;1;1;3;93.0;10.0;10.0;9.0;8.0;9.0;9.0;moderate;0.38
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;45.0;100.0;10.0;1;0;2;1125;0;0;0;0;147;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.54
Peñagrande;Fuencarral - El Pardo;Guesthouse;Shared room;3;1.0;1.0;3.0;20.0;100.0;;1;20;2;1125;12;37;64;312;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.22
Opañel;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;18.0;;5.0;2;0;1;4;17;17;17;17;7;97.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;0.55
Embajadores;Centro;House;Entire home/apt;4;1.0;1.0;2.0;99.0;100.0;30.0;4;0;1;365;13;41;66;341;184;93.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;5.84
Trafalgar;Chamberí;Apartment;Entire home/apt;8;1.0;3.0;3.0;90.0;;14.0;6;20;1;1125;6;19;37;117;54;92.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;7.68
Justicia;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;50.0;150.0;20.0;1;0;2;5;8;29;46;46;20;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;5.36
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;160.0;200.0;30.0;4;20;2;180;14;35;53;313;40;95.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.14
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;55.0;150.0;20.0;2;7;3;15;0;0;0;0;11;98.0;10.0;10.0;9.0;10.0;10.0;10.0;strict;1.34
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;2.0;30.0;;15.0;1;0;1;1125;15;45;75;350;0;;;;;;;;flexible;
Sol;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;55.0;;5.0;1;0;1;1125;10;33;58;331;1;100.0;6.0;6.0;10.0;10.0;10.0;6.0;strict;1.0
Puerta del Angel;Latina;Apartment;Entire home/apt;8;1.0;2.0;5.0;50.0;;;2;5;1;65;0;5;14;191;165;89.0;9.0;8.0;9.0;10.0;9.0;9.0;strict;9.71
Trafalgar;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;70.0;200.0;20.0;1;0;2;1000000;9;21;33;282;12;93.0;10.0;10.0;9.0;9.0;10.0;9.0;moderate;1.29
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;75.0;;;1;10;1;1125;29;59;89;364;3;100.0;10.0;6.0;10.0;10.0;10.0;10.0;flexible;0.14
la Dreta de l'Eixample;Eixample;Apartment;Entire home/apt;5;1.0;2.0;2.0;129.0;200.0;75.0;3;20;2;60;2;5;10;230;89;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.22
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;72.0;225.0;20.0;2;5;1;1125;4;10;20;98;13;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;3.94
Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;2.0;70.0;;30.0;1;0;1;1125;0;0;16;62;15;96.0;10.0;9.0;10.0;9.0;10.0;9.0;moderate;0.36
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;49.0;;20.0;1;0;2;1125;0;0;0;219;4;95.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.83
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;80.0;200.0;40.0;1;0;2;1125;0;0;18;293;1;60.0;8.0;6.0;10.0;10.0;10.0;10.0;strict;0.04
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;38.0;400.0;50.0;1;5;5;730;1;1;1;273;14;96.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;0.45
Palacio;Centro;Apartment;Private room;2;1.0;1.0;1.0;28.0;;;2;10;2;1125;7;7;7;7;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;;25.0;1;0;1;1125;1;11;31;299;129;84.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;4.2
Puerta Bonita;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;16.0;;;1;0;1;60;8;36;66;326;11;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;0.82
Sol;Centro;Apartment;Entire home/apt;4;1.5;1.0;2.0;75.0;100.0;20.0;2;25;3;1125;5;16;30;305;40;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.64
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;145.0;;70.0;1;0;3;1125;20;50;80;355;0;;;;;;;;strict;
Bellas Vistas;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;20.0;300.0;;1;5;1;1125;11;30;60;147;58;92.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;4.58
Simancas;San Blas - Canillejas;Loft;Entire home/apt;4;1.0;0.0;2.0;60.0;100.0;;1;10;4;1125;12;36;66;341;28;79.0;8.0;9.0;9.0;9.0;8.0;8.0;strict;0.92
Aluche;Latina;House;Private room;2;1.0;1.0;1.0;22.0;;;1;8;1;1125;21;51;81;356;4;87.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;0.75
Universidad;Centro;Condominium;Entire home/apt;2;1.0;1.0;2.0;25.0;90.0;10.0;1;0;2;1125;7;17;38;67;37;77.0;8.0;8.0;10.0;10.0;9.0;8.0;strict;3.8
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;2.0;2.0;68.0;;19.0;1;0;2;1125;4;25;46;127;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.0
Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;120.0;;30.0;2;10;2;1125;7;26;56;331;31;90.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;0.81
Atocha;Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;1.0;79.0;;;1;0;2;15;3;19;49;324;13;93.0;10.0;9.0;9.0;10.0;9.0;9.0;moderate;0.59
Universidad;Centro;Loft;Private room;1;2.0;1.0;1.0;40.0;300.0;;1;0;15;1125;0;0;0;0;0;;;;;;;;flexible;
Berruguete;Tetuán;Apartment;Private room;2;1.0;1.0;1.0;45.0;;;1;0;1;1125;29;59;89;90;0;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;79.0;100.0;;2;5;3;1125;0;0;1;256;8;85.0;9.0;9.0;9.0;10.0;10.0;9.0;strict;0.23
Cortes;Centro;Loft;Entire home/apt;3;1.0;1.0;2.0;65.0;;10.0;3;15;4;365;0;4;23;298;39;93.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.39
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;63.0;;15.0;2;10;2;1125;5;5;5;10;5;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.39
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;40.0;;5.0;1;0;6;15;10;10;10;17;63;94.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;3.49
Recoletos;Salamanca;Apartment;Entire home/apt;5;1.5;3.0;3.0;95.0;;25.0;1;0;2;30;4;8;8;265;86;90.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;2.69
Casco Histórico de Vallecas;Villa de Vallecas;Other;Private room;2;1.0;1.0;2.0;14.0;100.0;8.0;1;10;1;1125;11;18;33;286;31;94.0;9.0;10.0;9.0;10.0;9.0;9.0;strict;2.61
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;43.0;100.0;25.0;1;10;15;1125;0;0;7;282;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.55
Universidad;Centro;Apartment;Entire home/apt;4;2.0;1.0;2.0;150.0;;;1;0;3;1125;11;27;49;324;10;98.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.8
Tower Hamlets;;House;Entire home/apt;4;1.0;2.0;2.0;129.0;;45.0;2;49;2;30;30;60;90;181;0;;;;;;;;strict;
San Isidro;Carabanchel;Apartment;Private room;3;1.0;1.0;2.0;19.0;;5.0;1;10;1;4;8;16;42;42;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.39
Sóller;;Apartment;Entire home/apt;4;2.0;2.0;2.0;40.0;100.0;60.0;2;10;1;1125;9;21;32;300;46;89.0;10.0;10.0;10.0;10.0;10.0;9.0;super_strict_60;1.69
Ealing;;House;Entire home/apt;5;2.0;3.0;3.0;150.0;;50.0;1;0;3;1125;0;0;0;0;0;;;;;;;;flexible;
Universidad;Centro;Loft;Entire home/apt;4;1.0;1.0;2.0;72.0;;25.0;1;20;1;1125;10;37;63;338;17;95.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;0.94
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;69.0;100.0;30.0;1;0;4;1125;1;13;43;44;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.31
Chopera;Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;30.0;;;1;0;30;1125;27;57;87;362;2;100.0;10.0;10.0;10.0;9.0;8.0;9.0;strict;0.08
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;45.0;;25.0;1;0;1;1125;5;10;24;289;122;80.0;8.0;9.0;9.0;9.0;10.0;8.0;strict;3.57
Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;5;1.0;3.0;5.0;100.0;100.0;;1;0;15;1125;1;30;60;60;20;76.0;8.0;7.0;9.0;9.0;9.0;8.0;flexible;2.61
Cortes;Centro;Apartment;Private room;1;1.0;1.0;1.0;35.0;200.0;30.0;1;0;7;1125;0;5;35;61;0;;;;;;;;strict;
Cármenes;Latina;House;Private room;2;1.0;1.0;1.0;35.0;;;1;10;1;1125;29;59;89;364;3;50.0;10.0;10.0;10.0;10.0;10.0;8.0;flexible;0.54
Hollywood;;Apartment;Entire home/apt;4;1.0;0.0;2.0;117.0;;35.0;1;0;1;300;9;19;49;268;77;97.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;2.78
Recoletos;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;70.0;;20.0;2;30;2;20;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.12
Ses Salines;;House;Entire home/apt;6;2.0;3.0;5.0;80.0;200.0;60.0;4;20;4;1125;4;18;23;186;37;96.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;1.21
Berruguete;Tetuán;Apartment;Private room;4;1.0;1.0;4.0;35.0;;;2;10;2;1125;7;31;32;307;2;80.0;8.0;6.0;10.0;9.0;8.0;8.0;flexible;0.51
Casco Histórico de Vallecas;Villa de Vallecas;Bed & Breakfast;Private room;4;1.0;1.0;2.0;60.0;;;1;0;1;1125;30;60;90;365;7;97.0;10.0;9.0;10.0;10.0;8.0;9.0;flexible;0.23
Comillas;Carabanchel;Apartment;Private room;2;1.0;1.0;2.0;19.0;;;1;12;1;1125;25;54;84;248;7;97.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.09
Goya;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;36.0;;10.0;1;0;1;1125;5;23;53;328;17;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;1.67
Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;1.0;49.0;;49.0;2;15;2;1125;3;16;39;296;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.38
North Sydney;;Apartment;Private room;2;1.0;1.0;1.0;110.0;;;1;0;1;1125;0;0;0;0;6;90.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.31
Embajadores;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;110.0;100.0;30.0;1;0;2;1125;10;22;36;308;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.0
Universidad;Centro;Bed & Breakfast;Private room;2;2.0;1.0;1.0;31.0;;;1;0;2;1125;4;26;45;133;41;84.0;9.0;9.0;9.0;9.0;10.0;9.0;moderate;3.75
Acacias;Arganzuela;Other;Entire home/apt;4;1.0;2.0;2.0;74.0;;;3;15;3;1125;11;24;54;145;5;100.0;10.0;9.0;10.0;10.0;9.0;10.0;flexible;0.82
Popincourt;;Apartment;Entire home/apt;5;1.0;2.0;4.0;120.0;;20.0;2;15;1;1125;0;0;0;0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.22
Buttes-Montmartre;;Apartment;Entire home/apt;2;1.0;2.0;1.0;49.0;150.0;35.0;1;0;2;1125;2;5;18;281;35;94.0;9.0;9.0;10.0;10.0;8.0;9.0;flexible;1.43
El Goloso;Fuencarral - El Pardo;Condominium;Private room;2;0.5;1.0;2.0;35.0;;;1;0;1;1125;30;60;90;365;5;96.0;10.0;9.0;10.0;8.0;9.0;9.0;flexible;0.35
Delicias;Arganzuela;Apartment;Entire home/apt;2;1.0;0.0;1.0;30.0;;10.0;1;10;3;1125;5;35;65;340;0;;;;;;;;strict;
Sol;Centro;Apartment;Private room;2;0.0;1.0;1.0;30.0;;;1;0;2;1125;6;14;28;276;112;91.0;9.0;9.0;10.0;9.0;10.0;9.0;flexible;2.97
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;53.0;150.0;90.0;1;5;1;1125;6;36;59;334;0;;;;;;;;moderate;
Cortes;Centro;House;Entire home/apt;4;1.0;1.0;1.0;52.0;;20.0;2;15;2;1125;6;6;6;6;9;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.67
Prosperidad;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;65.0;;20.0;1;0;2;1125;0;0;6;281;25;88.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.06
Palacio;Centro;Condominium;Entire home/apt;5;3.0;3.0;3.0;192.0;200.0;73.0;2;12;3;1125;7;16;19;59;2;80.0;9.0;9.0;9.0;10.0;10.0;7.0;strict;0.33
Van Nuys;;Apartment;Private room;1;1.0;1.0;1.0;52.0;;5.0;1;10;1;30;22;52;82;82;7;97.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.68
Embajadores;Centro;House;Entire home/apt;3;1.0;1.0;2.0;64.0;200.0;25.0;2;15;2;1125;11;23;52;263;30;92.0;9.0;10.0;10.0;10.0;10.0;10.0;moderate;2.04
Palacio;Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;60.0;;;1;0;1;1125;19;43;48;323;8;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;0.24
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;175.0;;;1;0;1;1125;29;59;89;364;0;;;;;;;;flexible;
Fuente del Berro;Salamanca;Apartment;Entire home/apt;5;1.0;2.0;3.0;125.0;;15.0;4;30;1;1125;20;48;78;353;33;92.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;1.32
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;50.0;100.0;20.0;2;10;2;1125;4;27;52;327;135;94.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;7.01
Universidad;Centro;Apartment;Private room;2;1.0;1.0;2.0;22.0;200.0;;1;15;3;1125;28;58;88;363;0;;;;;;;;moderate;
Justicia;Centro;Apartment;Entire home/apt;4;2.0;0.0;2.0;80.0;200.0;25.0;1;0;2;1125;10;31;61;86;10;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.76
Palacio;Centro;Apartment;Entire home/apt;2;1.0;2.0;1.0;70.0;100.0;35.0;1;0;2;1125;8;21;44;135;63;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.9
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;125.0;150.0;;4;20;2;1125;5;10;20;90;67;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.43
Castellana;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;90.0;200.0;49.0;2;24;3;1125;7;34;60;291;2;100.0;9.0;7.0;10.0;10.0;10.0;10.0;strict;0.95
Justicia;Centro;Apartment;Entire home/apt;4;2.5;2.0;3.0;186.0;;77.0;4;17;3;1125;7;23;40;203;0;;;;;;;;strict;
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;2.0;70.0;150.0;25.0;1;0;3;1125;6;18;35;86;11;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;3.51
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;140.0;;30.0;1;0;3;1125;7;37;67;67;3;100.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;0.52
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;2.0;125.0;150.0;40.0;4;20;2;1125;6;20;29;196;57;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.21
Universidad;Centro;Apartment;Private room;2;2.0;1.0;1.0;50.0;;;1;0;1;1125;14;30;60;335;0;;;;;;;;moderate;
Almagro;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;49.0;200.0;15.0;1;35;2;1125;9;25;48;305;29;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.61
Lucero;Latina;Apartment;Private room;1;2.0;1.0;1.0;20.0;;;1;0;1;30;0;2;21;21;0;;;;;;;;flexible;
Bellas Vistas;Tetuán;House;Entire home/apt;6;1.0;2.0;6.0;58.0;;15.0;4;0;5;1125;6;10;11;199;101;83.0;9.0;9.0;9.0;9.0;8.0;8.0;strict;4.58
Pacífico;Retiro;Apartment;Private room;1;1.0;1.0;1.0;25.0;;;1;0;1;10;8;8;8;8;0;;;;;;;;flexible;
Cortes;Centro;House;Entire home/apt;6;4.0;3.0;3.0;150.0;;20.0;7;20;2;365;9;16;20;168;136;84.0;9.0;8.0;9.0;9.0;10.0;9.0;strict;2.47
Almagro;Chamberí;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;0;1;1125;7;23;26;27;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;6.32
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;85.0;295.0;50.0;2;20;3;365;0;0;25;300;14;88.0;9.0;10.0;9.0;9.0;10.0;8.0;strict;0.65
Palacio;Centro;House;Private room;2;1.0;1.0;1.0;15.0;;;1;15;3;100;0;0;0;0;16;96.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.49
Cortes;Centro;Apartment;Private room;2;1.0;1.0;1.0;28.0;;;1;22;1;4;0;0;0;0;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.39
Valdezarza;Moncloa - Aravaca;Townhouse;Private room;2;1.0;1.0;1.0;20.0;100.0;10.0;1;0;1;1125;19;31;61;152;0;;;;;;;;moderate;
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;69.0;;20.0;1;0;2;1125;4;8;15;282;19;96.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.56
Arapiles;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;1;1125;0;0;0;0;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.17
Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;50.0;;;1;0;1;1125;29;59;89;364;0;;;;;;;;flexible;
Delicias;Arganzuela;Apartment;Entire home/apt;4;2.0;2.0;2.0;70.0;250.0;15.0;2;25;1;1125;9;22;50;321;50;92.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;5.54
Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont;;House;Entire home/apt;4;1.0;2.0;3.0;80.0;;30.0;3;20;3;90;16;37;57;320;148;90.0;9.0;8.0;10.0;10.0;8.0;9.0;strict;2.19
Embajadores;Centro;Condominium;Entire home/apt;6;2.0;3.0;3.0;190.0;;40.0;1;0;2;1125;6;7;25;95;2;90.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.62
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;75.0;200.0;33.0;2;0;4;1125;12;23;48;309;14;91.0;9.0;10.0;9.0;9.0;10.0;9.0;moderate;0.44
Palacio;Centro;Apartment;Private room;2;0.5;3.0;1.0;45.0;;30.0;1;5;2;1125;0;0;0;271;1;80.0;8.0;10.0;10.0;8.0;10.0;8.0;strict;0.73
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;50.0;200.0;25.0;1;20;1;1125;0;0;0;243;6;84.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;0.32
Little Italy;Manhattan;Apartment;Private room;2;1.0;1.0;1.0;99.0;;;1;50;1;180;30;60;90;90;16;99.0;10.0;9.0;10.0;9.0;10.0;9.0;strict;0.28
Universidad;Centro;Guesthouse;Private room;2;1.0;1.0;2.0;52.0;;;1;15;1;1125;15;39;65;310;0;;;;;;;;strict;
I Centro Storico;;House;Entire home/apt;2;1.0;1.0;1.0;105.0;100.0;32.0;1;0;3;365;6;28;57;144;82;88.0;9.0;9.0;9.0;9.0;10.0;9.0;strict_new;1.19
Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;175.0;600.0;40.0;2;75;5;1125;29;59;89;179;0;;;;;;;;strict;
Palacio;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;75.0;;25.0;3;15;2;28;3;22;45;135;1;60.0;6.0;6.0;10.0;8.0;6.0;6.0;moderate;1.0
Argüelles;Moncloa - Aravaca;Condominium;Private room;2;1.0;1.0;2.0;48.0;;;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.14
Imperial;Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;2.0;50.0;;20.0;1;0;2;10;0;0;0;0;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.13
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;100.0;250.0;58.0;1;0;3;330;17;47;74;349;7;91.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.29
Bellas Vistas;Tetuán;Apartment;Entire home/apt;2;1.0;0.0;1.0;30.0;100.0;60.0;1;5;1;1125;8;8;17;292;3;73.0;10.0;8.0;10.0;10.0;7.0;9.0;moderate;0.32
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;85.0;100.0;30.0;1;0;3;1125;12;32;45;320;90;95.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;2.69
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;0;1;7;15;45;72;194;79;93.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;4.05
San Juan Bautista;Ciudad Lineal;House;Private room;1;;1.0;;40.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;
Justicia;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;85.0;;;1;0;2;29;6;15;29;264;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.41
Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;72.0;;;1;0;5;1125;0;0;0;0;4;73.0;9.0;8.0;9.0;10.0;10.0;7.0;strict;0.35
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;35.0;225.0;20.0;2;5;2;1125;2;11;27;293;186;91.0;10.0;9.0;10.0;10.0;10.0;9.0;strict;5.66
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;68.0;150.0;30.0;1;0;2;1125;10;18;35;125;4;95.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;2.93
Nueva España;Chamartín;Bed & Breakfast;Private room;2;1.0;1.0;2.0;40.0;;;1;35;1;1125;16;37;61;336;15;91.0;9.0;9.0;10.0;9.0;9.0;9.0;flexible;0.55
Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;34.0;;;1;0;2;1125;0;0;23;23;1;60.0;6.0;8.0;10.0;10.0;8.0;6.0;strict;1.0
Ealing;;Apartment;Private room;2;1.0;1.0;1.0;45.0;;;1;0;1;100;0;0;24;24;0;;;;;;;;flexible;
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;1.0;24.0;;10.0;1;20;1;1125;14;37;67;68;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.05
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;90.0;300.0;40.0;2;20;3;1125;8;17;28;277;36;96.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.59
Justicia;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;149.0;125.0;24.0;2;25;2;57;13;38;53;233;5;92.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.69
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;85.0;;30.0;2;15;2;1125;0;0;0;0;4;85.0;10.0;10.0;8.0;8.0;10.0;9.0;strict;0.44
